"trans_id","lang","translation"
"ニュータウン入口","ja","ニュータウン入口"
"ニュータウン入口","ja-Hrkt","ニュータウンイリグチ"
"ハイヤ通り","en","Haiya Dori"
"ハイヤ通り","ja","ハイヤ通り"
"ハイヤ通り","ja-Hrkt","ハイヤドオリ"
"ハローディ、ドン・キホーテ前","en","Halloday Don Quijote Mae  "
"ハローディ、ドン・キホーテ前","ja","ハローディ、ドン・キホーテ前"
"ハローディ、ドン・キホーテ前","ja-Hrkt","ハローデイドンキホーテマエ"
"ハローワーク前","en","Hello Work Mae"
"ハローワーク前","ja","ハローワーク前"
"ハローワーク前","ja-Hrkt","ハローワークマエ"
"バイパス元玉名","en","Baipasumototamana"
"バイパス元玉名","ja","バイパス元玉名"
"バイパス元玉名","ja-Hrkt","バイパスモトタマナ"
"バイパス富","en","By-Pass Tomi"
"バイパス富","ja","バイパス富"
"バイパス富","ja-Hrkt","バイパストミ"
"バイパス泗水","en","By-Pass Shisui"
"バイパス泗水","ja","バイパス泗水"
"バイパス泗水","ja-Hrkt","バイパスシスイ"
"バイパス田の原","en","By-Pass Tanohara"
"バイパス田の原","ja","バイパス田の原"
"バイパス田の原","ja-Hrkt","バイパスタノハラ"
"バイパス高江","en","By-Pass Takae"
"バイパス高江","ja","バイパス高江"
"バイパス高江","ja-Hrkt","バイパスタカエ"
"パナソニック入口","en","Panasonic Iriguchi"
"パナソニック入口","ja","パナソニック入口"
"パナソニック入口","ja-Hrkt","パナソニックイリグチ"
"パークドーム熊本前","en","Park Dome Kumamoto Mae"
"パークドーム熊本前","ja","パークドーム熊本前"
"パークドーム熊本前","ja-Hrkt","パークドームクマモトマエ"
"ビレッジハウス前","en","Villege House Mae"
"ビレッジハウス前","ja","ビレッジハウス前"
"ビレッジハウス前","ja-Hrkt","ビレッジハウスマエ"
"フォークスクール前","en","Folkschool Mae"
"フォークスクール前","ja","フォークスクール前"
"フォークスクール前","ja-Hrkt","フォークスクールマエ"
"フレイン高森店","en","Freintakamoriten"
"フレイン高森店","ja","フレイン高森店"
"フレイン高森店","ja-Hrkt","フレインタカモリテン"
"フレッシュ工房前","en","Fresh Kobo Mae"
"フレッシュ工房前","ja","フレッシュ工房前"
"フレッシュ工房前","ja-Hrkt","フレッシュコウボウマエ"
"フードパル熊本","en","Foodpal Kumamoto"
"フードパル熊本","ja","フードパル熊本"
"フードパル熊本","ja-Hrkt","フードパルクマモト"
"ヘリポート前","en","Heliporto Mae"
"ヘリポート前","ja","ヘリポート前"
"ヘリポート前","ja-Hrkt","ヘリポートマエ"
"ヘルシーパーク芦北前","en","Healthy Park Ashikita Mae"
"ヘルシーパーク芦北前","ja","ヘルシーパーク芦北前"
"ヘルシーパーク芦北前","ja-Hrkt","ヘルシーパークアシキタマエ"
"ホウキ鼻入口","en","Houkibana Iriguchi"
"ホウキ鼻入口","ja","ホウキ鼻入口"
"ホウキ鼻入口","ja-Hrkt","ホウキバナイリグチ"
"ホテルキャッスル","en","Hotel Catsle"
"ホテルキャッスル","ja","ホテルキャッスル"
"ホテルキャッスル","ja-Hrkt","ホテルキャッスル"
"ホテル東洋館","en","Hotel Toyokan"
"ホテル東洋館","ja","ホテル東洋館"
"ホテル東洋館","ja-Hrkt","ホテルトウヨウカン"
"ホームセンターコメリ前","en","Home Center Komeri Mae"
"ホームセンターコメリ前","ja","ホームセンターコメリ前"
"ホームセンターコメリ前","ja-Hrkt","ホームセンターコメリマエ"
"ボーリング場下駐車場","en","Bowlingjo Shita"
"ボーリング場下駐車場","ja","ボーリング場下駐車場"
"ボーリング場下駐車場","ja-Hrkt","ボーリングジョウシタ"
"ポリテクセンター前","en","Poriteku Center Mae"
"ポリテクセンター前","ja","ポリテクセンター前"
"ポリテクセンター前","ja-Hrkt","ポリテクセンターマエ"
"マックスバリュ桜山店前","en","Maxvalu Sakurayamaten Mae"
"マックスバリュ桜山店前","ja","マックスバリュ桜山店前"
"マックスバリュ桜山店前","ja-Hrkt","マックスバリュサクラヤマテンマエ"
"マルエイ岩崎店前","en","Maruei Iwasakiten Mae"
"マルエイ岩崎店前","ja","マルエイ岩崎店前"
"マルエイ岩崎店前","ja-Hrkt","マルエイイワサキテンマエ"
"マルエイ築地店前","en","Maruei Tsuijiten Mae"
"マルエイ築地店前","ja","マルエイ築地店前"
"マルエイ築地店前","ja-Hrkt","マルエイツイジテンマエ"
"ヤマハ前","en","Yamaha Mae"
"ヤマハ前","ja","ヤマハ前"
"ヤマハ前","ja-Hrkt","ヤマハマエ"
"ユトリック団地","en","Yutorikku Danchi"
"ユトリック団地","ja","ユトリック団地"
"ユトリック団地","ja-Hrkt","ユトリックダンチ"
"ユトリック団地入口","en","Yutorikku Danchi Iriguchi"
"ユトリック団地入口","ja","ユトリック団地入口"
"ユトリック団地入口","ja-Hrkt","ユトリックダンチイリグチ"
"ユーパレス弁天","en","You Palace Benten"
"ユーパレス弁天","en","Yuparesubenten"
"ユーパレス弁天","ja","ユーパレス弁天"
"ユーパレス弁天","ja","ユーパレス弁天"
"ユーパレス弁天","ja-Hrkt","ユーパレスベンテン"
"ユーパレス弁天","ja-Hrkt","ユーパレスベンテン"
"ラピット前","en","Rapitto mae"
"ラピット前","ja","ラピット前"
"ラピット前","ja-Hrkt","ラピットマエ"
"リゾラテラス天草","en","Lisolaterrace Amakusa"
"リゾラテラス天草","ja","リゾラテラス天草"
"リゾラテラス天草","ja-Hrkt","リゾラテラスアマクサ"
"リバグリーン八幡","en","Riva Green Yahata"
"リバグリーン八幡","ja","リバグリーン八幡"
"リバグリーン八幡","ja-Hrkt","リバグリーンヤハタ"
"リンドマールタイヨー前","en","Rindomalltaiyo Mae"
"リンドマールタイヨー前","ja","リンドマールタイヨー前"
"リンドマールタイヨー前","ja-Hrkt","リンドマールタイヨーマエ"
"ルネサス入口","en","Renaissance Iriguchi"
"ルネサス入口","ja","ルネサス入口"
"ルネサス入口","ja-Hrkt","ルネサスイリグチ"
"ルーテル学院前","en","Luther Gakuin Mae"
"ルーテル学院前","ja","ルーテル学院前"
"ルーテル学院前","ja-Hrkt","ルーテルガクインマエ"
"ルーロ合志前","en","Loolo Koshi Mae"
"ルーロ合志前","ja","ルーロ合志前"
"ルーロ合志前","ja-Hrkt","ルーロコウシマエ"
"ワンダーシティ前","en","Wonder City Mae"
"ワンダーシティ前","ja","ワンダーシティ前"
"ワンダーシティ前","ja-Hrkt","ワンダーシティマエ"
"一の井手","en","Ichinoide"
"一の井手","ja","一の井手"
"一の井手","ja-Hrkt","イチノイデ"
"一の瀬（手野線）","en","Ichinose"
"一の瀬（手野線）","ja","一の瀬（手野線）"
"一の瀬（手野線）","ja-Hrkt","イチノセ"
"一の瀬（新合）","en","Ichinose(Shingo)"
"一の瀬（新合）","ja","一の瀬（新合）"
"一の瀬（新合）","ja-Hrkt","イチノセ(シンゴウ)"
"一の瀬（栖本）","en","Ichinose"
"一の瀬（栖本）","ja","一の瀬（栖本）"
"一の瀬（栖本）","ja-Hrkt","イチノセ"
"一ノ迫","en","Ichinosako"
"一ノ迫","ja","一ノ迫"
"一ノ迫","ja-Hrkt","イチノサコ"
"一丁目","en","Itchome"
"一丁目","ja","一丁目"
"一丁目","ja-Hrkt","イッチョウメ"
"一勝地駅","en","Isshochi Sta."
"一勝地駅","ja","一勝地駅"
"一勝地駅","ja-Hrkt","イッショウチエキ"
"一勝地駅前","en","Isshochi Sta. Mae"
"一勝地駅前","ja","一勝地駅前"
"一勝地駅前","ja-Hrkt","イッショウチエキマエ"
"一夜塘","en","Ichiyadomo"
"一夜塘","ja","一夜塘"
"一夜塘","ja-Hrkt","イチヤドモ"
"一寸榎","en","Issunenoki"
"一寸榎","ja","一寸榎"
"一寸榎","ja-Hrkt","イッスンエノキ"
"一小下","en","Isshoshita"
"一小下","ja","一小下"
"一小下","ja-Hrkt","イッショウシタ"
"一本木","en","Ippongi"
"一本木","ja","一本木"
"一本木","ja-Hrkt","イッポンギ"
"一本木入口","en","Ippongi Iriguchi"
"一本木入口","ja","一本木入口"
"一本木入口","ja-Hrkt","イッポンギイリグチ"
"一本松","en","Ipponmatsu"
"一本松","ja","一本松"
"一本松","ja-Hrkt","イッポンマツ"
"一武原","en","Ichibuharu"
"一武原","ja","一武原"
"一武原","ja-Hrkt","イチブハル"
"一武小学校前","en","Ichibu Shogakko Mae"
"一武小学校前","ja","一武小学校前"
"一武小学校前","ja-Hrkt","イチブショウガッコウマエ"
"一町田中央","en","Itchoda Chuo"
"一町田中央","ja","一町田中央"
"一町田中央","ja-Hrkt","イッチョウダチュウオウ"
"一町田橋","en","Itchoda Bashi"
"一町田橋","ja","一町田橋"
"一町田橋","ja-Hrkt","イッチョウダバシ"
"一町畑","en","Itchobata"
"一町畑","ja","一町畑"
"一町畑","ja-Hrkt","イッチョウバタ"
"一軒屋","en","Ikkenya"
"一軒屋","ja","一軒屋"
"一軒屋","ja-Hrkt","イッケンヤ"
"一軒屋（玉名）","en","Ikkenya(Tamana)"
"一軒屋（玉名）","ja","一軒屋（玉名）"
"一軒屋（玉名）","ja-Hrkt","イッケンヤ(タマナ)"
"一里木","en","Ichirigi"
"一里木","ja","一里木"
"一里木","ja-Hrkt","イチリギ"
"一里木（金山）","en","Ichirigi(Kanayama)"
"一里木（金山）","ja","一里木（金山）"
"一里木（金山）","ja-Hrkt","イチリギ(カナヤマ)"
"一関","en","Ichizeki"
"一関","ja","一関"
"一関","ja-Hrkt","イチゼキ"
"七ツ割","en","Nanatsuwari"
"七ツ割","ja","七ツ割"
"七ツ割","ja-Hrkt","ナナツワリ"
"七ツ割入口","en","Nanatsuwari Iriguchi"
"七ツ割入口","ja","七ツ割入口"
"七ツ割入口","ja-Hrkt","ナナツワリイリグチ"
"七地公民館前","en","Shichichi Kominkan Mae"
"七地公民館前","ja","七地公民館前"
"七地公民館前","ja-Hrkt","シチチコウミンカンマエ"
"七地町２班","en","Shichichimachi ２Han"
"七地町２班","ja","七地町２班"
"七地町２班","ja-Hrkt","シチチマチ2ハン"
"七地町５班","en","Shichichimachi ５Han"
"七地町５班","ja","七地町５班"
"七地町５班","ja-Hrkt","シチチマチ5ハン"
"七地町６班","en","Shichichimachi ６Han"
"七地町６班","ja","七地町６班"
"七地町６班","ja-Hrkt","シチチマチ6ハン"
"七城メロンドーム","en","Shichijo Melon Dome"
"七城メロンドーム","ja","七城メロンドーム"
"七城メロンドーム","ja-Hrkt","シチジョウメロンドーム"
"七城温泉前","en","Shichijo Onsen Mae"
"七城温泉前","ja","七城温泉前"
"七城温泉前","ja-Hrkt","シチジョウオンセンマエ"
"七城総合支所前","en","Shichijo Sogo Shisho Mae"
"七城総合支所前","ja","七城総合支所前"
"七城総合支所前","ja-Hrkt","シチジョウソウゴウシショマエ"
"七城農協前","en","Shichijo Nokyo Mae"
"七城農協前","ja","七城農協前"
"七城農協前","ja-Hrkt","シチジョウノウキョウマエ"
"七日市","en","Nanukaichi"
"七日市","ja","七日市"
"七日市","ja-Hrkt","ナヌカイチ"
"七本","en","Nanamoto"
"七本","ja","七本"
"七本","ja-Hrkt","ナナモト"
"七滝","en","Nanataki"
"七滝","ja","七滝"
"七滝","ja-Hrkt","ナナタキ"
"万年池","en","Banneji"
"万年池","ja","万年池"
"万年池","ja-Hrkt","バンネジ"
"万楽寺入口","en","Manrakuji Iriguchi(Manrakuji Temple Iriguchi)"
"万楽寺入口","ja","万楽寺入口"
"万楽寺入口","ja-Hrkt","マンラクジイリグチ"
"万楽寺（西里線）","en","Manrakuji(Manrakuji Temple)"
"万楽寺（西里線）","ja","万楽寺（西里線）"
"万楽寺（西里線）","ja-Hrkt","マンラクジ"
"万江川橋","en","Maekawa Bashi"
"万江川橋","ja","万江川橋"
"万江川橋","ja-Hrkt","マエカワバシ"
"万田中","en","Mandanaka"
"万田中","ja","万田中"
"万田中","ja-Hrkt","マンダナカ"
"万田坑前","en","Mandako Mae"
"万田坑前","ja","万田坑前"
"万田坑前","ja-Hrkt","マンダコウマエ"
"万田小下","en","Mandashoshita"
"万田小下","ja","万田小下"
"万田小下","ja-Hrkt","マンダショウシタ"
"万石","en","Mangoku"
"万石","ja","万石"
"万石","ja-Hrkt","マンゴク"
"三の宮","en","Sannomiya"
"三の宮","ja","三の宮"
"三の宮","ja-Hrkt","サンノミヤ"
"三ツ石（合志）","en","Mitsuishi"
"三ツ石（合志）","ja","三ツ石（合志）"
"三ツ石（合志）","ja-Hrkt","ミツイシ"
"三ツ石（相良）","en","Mitsuishi"
"三ツ石（相良）","ja","三ツ石（相良）"
"三ツ石（相良）","ja-Hrkt","ミツイシ"
"三丁目","en","Sanchome"
"三丁目","ja","三丁目"
"三丁目","ja-Hrkt","サンチョウメ"
"三万田","en","Mimanda"
"三万田","ja","三万田"
"三万田","ja-Hrkt","ミマンダ"
"三中前","en","Sanchu Mae"
"三中前","ja","三中前"
"三中前","ja-Hrkt","サンチュウマエ"
"三加和中学前","en","Mikawa Chugaku Mae"
"三加和中学前","ja","三加和中学前"
"三加和中学前","ja-Hrkt","ミカワチュウガクマエ"
"三加和温泉","en","Mikawa Onsen"
"三加和温泉","ja","三加和温泉"
"三加和温泉","ja-Hrkt","ミカワオンセン"
"三加和総合支所入口","en","Mikawa Sogo Shisho Iriguchi"
"三加和総合支所入口","ja","三加和総合支所入口"
"三加和総合支所入口","ja-Hrkt","ミカワソウゴウシショイリグチ"
"三号","en","Sango"
"三号","ja","三号"
"三号","ja-Hrkt","サンゴウ"
"三和中学校前","en","Sanwa Chugakko Mae"
"三和中学校前","ja","三和中学校前"
"三和中学校前","ja-Hrkt","サンワチュウガッコウマエ"
"三宮バスターミナル","en","Sannomiya Bus Terminal"
"三宮バスターミナル","ja","三宮バスターミナル"
"三宮バスターミナル","ja-Hrkt","サンノミヤバスターミナル"
"三山荘","en","Sanzanso"
"三山荘","ja","三山荘"
"三山荘","ja-Hrkt","サンザンソウ"
"三年ヶ浦","en","Sannengaura"
"三年ヶ浦","ja","三年ヶ浦"
"三年ヶ浦","ja-Hrkt","サンネンガウラ"
"三把浦","en","Sanbaura"
"三把浦","ja","三把浦"
"三把浦","ja-Hrkt","サンバウラ"
"三方谷（国道五木）","en","Sampodani"
"三方谷（国道五木）","ja","三方谷（国道五木）"
"三方谷（国道五木）","ja-Hrkt","サンポウダニ"
"三日原観音前","en","Sanrigahara Kannon Mae"
"三日原観音前","ja","三日原観音前"
